Date,Time,Alt(m),VSpd(m/s),1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),ANT,RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),GPS,GSpd(kmh),Hdg(°),Alt(m),Sats,RxBt(V),Curr(A),Capa(mAh),Bat%(%),Ptch(rad),Roll(rad),Yaw(rad),FM,Rud,Ele,Thr,Ail,P1,P2,SA,SB,SC,SD,SE,SF,SG,SH,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2026-02-13,14:25:30.120,30.3,0.0,-68,0,100,12,0,7,500,-60,92,11,31.982087 120.303954,29.0,81.40,29,22,15.8,4.9,176,61,0.22,-0.05,1.10,"RTH",-12,10,-1024,31,-1024,-900,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1501,1501,988,1502,2012,988,2012,988,1050,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:30.620,30.6,0.5,-69,0,100,12,0,7,500,-60,92,13,31.982087 120.303954,29.0,81.40,29,22,15.8,4.7,177,61,0.16,-0.04,1.09,"RTH",-15,11,-1024,31,-1024,-900,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1501,1501,988,1500,2012,988,2012,988,1050,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:31.120,30.6,0.7,-69,0,100,12,0,7,500,-59,96,12,31.982093 120.303996,28.8,80.00,29,21,15.8,4.2,177,61,0.16,-0.04,1.09,"RTH",-16,8,-1024,28,-1024,-900,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,2012,988,2012,988,1050,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:31.620,31.1,0.4,-69,0,100,12,0,7,500,-53,92,-5,31.982102 120.304054,28.2,80.00,30,21,15.8,4.0,178,61,0.18,-0.04,1.09,"RTH",-13,11,-1024,28,-1024,-900,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1500,1501,988,1501,2012,988,2012,988,1050,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:32.120,31.3,0.4,-69,0,100,12,0,7,500,-60,100,12,31.982109 120.304102,27.2,79.60,30,21,15.8,4.0,179,61,0.19,-0.05,1.09,"RTH",-9,13,-1024,29,-1024,-899,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1500,1502,988,1503,2012,988,2012,988,1051,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:32.620,31.5,0.2,-69,0,100,12,0,7,500,-60,100,11,31.982117 120.304149,27.3,79.10,30,22,15.8,3.9,179,61,0.19,-0.05,1.09,"RTH",-5,13,-1024,28,-1024,-899,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1500,1502,988,1505,2012,988,2012,988,1051,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:33.120,31.5,0.0,-68,0,99,12,0,7,500,-59,100,12,31.982124 120.304189,27.4,78.60,30,22,15.8,4.0,180,61,0.20,-0.05,1.08,"RTH",-4,12,-1024,26,-1024,-899,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1499,1502,988,1506,2012,988,2012,988,1051,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:33.620,31.4,0.0,-69,0,100,12,0,7,500,-59,100,12,31.982132 120.304236,27.2,78.10,30,22,15.8,4.0,180,61,0.20,-0.05,1.08,"RTH",-8,12,-1024,26,-1024,-899,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1499,1502,988,1504,2012,988,2012,988,1051,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:34.120,31.2,0.0,-68,0,100,12,0,7,500,-58,96,12,31.982139 120.304275,27.1,77.60,30,22,15.8,3.9,181,61,0.20,-0.05,1.08,"RTH",-6,13,-1024,24,-1024,-900,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1498,1502,988,1505,2012,988,2012,988,1050,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:34.620,31.2,0.0,-69,0,100,12,0,7,500,-52,100,5,31.982147 120.304314,27.4,77.40,30,21,15.8,3.9,181,61,0.20,-0.05,1.08,"RTH",-9,8,-1024,27,-1024,-900,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1500,1500,988,1503,2012,988,2012,988,1050,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:35.120,31.2,0.0,-69,0,100,12,0,7,500,-59,96,12,31.982147 120.304314,27.4,77.40,30,21,15.8,3.8,182,61,0.20,-0.04,1.07,"RTH",-7,11,-1024,28,-1024,-900,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1500,1501,988,1504,2012,988,2012,988,1050,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:35.620,31.1,0.0,-68,0,100,12,0,7,500,-63,96,6,31.982158 120.304369,27.6,76.40,30,22,15.8,3.8,182,61,0.20,-0.04,1.07,"RTH",-5,13,-1024,27,-1024,-899,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1500,1502,988,1505,2012,988,2012,988,1051,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:36.120,31.0,-0.1,-68,0,100,12,0,7,500,-58,100,11,31.982165 120.304399,26.9,75.90,30,22,15.8,3.8,183,61,0.20,-0.04,1.07,"RTH",-6,11,-1024,27,-1024,-900,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1500,1501,988,1505,2012,988,2012,988,1050,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:36.620,31.0,-0.1,-68,0,100,11,0,7,500,-56,100,12,31.982175 120.304446,27.0,75.00,30,22,15.8,3.8,184,61,0.20,-0.04,1.07,"RTH",-6,13,-1024,26,-1024,-900,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1499,1502,988,1505,2012,988,2012,988,1050,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:37.120,30.9,-0.1,-69,0,100,11,0,7,500,-57,100,12,31.982188 120.304499,27.2,74.00,30,22,15.8,3.9,184,61,0.21,-0.04,1.06,"RTH",-5,13,-1024,27,-1024,-899,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1500,1502,988,1505,2012,988,2012,988,1051,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:37.620,30.7,-0.1,-68,0,100,12,0,7,500,-59,96,12,31.982198 120.304537,26.9,73.40,30,22,15.8,3.9,185,61,0.21,-0.04,1.06,"RTH",-8,7,-1024,29,-1024,-900,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1500,1500,988,1504,2012,988,2012,988,1050,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:38.120,30.6,0.0,-68,0,100,11,0,7,500,-59,96,13,31.982210 120.304582,27.0,72.70,30,22,15.8,3.9,185,61,0.21,-0.04,1.06,"RTH",-19,14,-1024,26,-1024,-900,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1499,1503,988,1499,2012,988,2012,988,1050,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:38.620,30.5,-0.1,-68,0,100,11,0,7,500,-59,100,11,31.982223 120.304627,27.0,71.40,30,22,15.8,3.8,186,61,0.21,-0.03,1.06,"RTH",-18,11,-1024,29,-1024,-900,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1500,1501,988,1499,2012,988,2012,988,1050,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:39.120,30.5,-0.1,-68,0,100,11,0,7,500,-78,100,8,31.982223 120.304627,27.0,71.40,30,22,15.8,3.9,186,61,0.22,-0.03,1.06,"RTH",-19,11,-1024,28,-1024,-900,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1500,1501,988,1499,2012,988,2012,988,1050,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:39.620,30.4,0.0,-75,0,100,10,0,7,500,-63,100,12,31.982233 120.304664,26.7,70.70,30,22,15.8,3.9,187,61,0.22,-0.03,1.06,"RTH",-18,11,-1024,25,-1024,-899,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1499,1501,988,1499,2012,988,2012,988,1051,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:40.120,30.2,0.0,-72,0,100,11,0,7,500,-59,100,12,31.982245 120.304701,26.8,70.00,30,22,15.8,3.9,187,61,0.21,-0.03,1.05,"RTH",-18,13,-1024,31,-1024,-900,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1501,1502,988,1499,2012,988,2012,988,1050,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:40.620,30.1,0.0,-70,0,99,11,0,7,500,-63,100,12,31.982257 120.304738,26.8,69.10,30,22,15.8,3.9,188,61,0.22,-0.03,1.05,"RTH",-21,11,-1024,27,-1024,-899,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1500,1501,988,1498,2012,988,2012,988,1051,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:41.120,30.1,0.0,-71,0,100,11,0,7,500,-61,100,12,31.982271 120.304782,27.0,68.70,30,22,15.8,3.8,189,60,0.22,-0.02,1.05,"RTH",-17,7,-1024,28,-1024,-900,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,2012,988,2012,988,1050,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:41.620,30.1,0.0,-70,0,100,11,0,7,500,-60,96,12,31.982286 120.304825,26.5,68.00,30,22,15.8,3.9,189,60,0.24,-0.02,1.05,"RTH",-12,11,-1024,30,-1024,-900,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1501,1501,988,1502,2012,988,2012,988,1050,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:42.120,30.0,0.0,-70,0,100,11,0,7,500,-61,96,12,31.982299 120.304861,26.9,67.40,29,22,15.8,4.0,190,60,0.24,-0.02,1.05,"RTH",-15,10,-1024,29,-1024,-900,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1500,1501,988,1500,2012,988,2012,988,1050,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:42.620,30.0,0.0,-70,0,100,11,0,7,500,-63,100,12,31.982312 120.304897,26.7,66.30,29,22,15.8,4.0,190,60,0.24,-0.02,1.05,"RTH",-9,12,-1024,28,-1024,-900,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1500,1502,988,1503,2012,988,2012,988,1050,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:43.120,30.0,0.0,-70,0,99,11,0,7,500,-60,100,13,31.982331 120.304948,27.1,65.90,29,22,15.8,4.0,190,60,0.23,-0.02,1.05,"RTH",-15,10,-1024,30,-1024,-900,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1501,1501,988,1500,2012,988,2012,988,1050,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:43.620,29.8,0.0,-71,0,100,11,0,7,500,-62,100,11,31.982345 120.304983,26.7,65.90,29,22,15.8,3.9,191,60,0.22,-0.02,1.05,"RTH",-9,11,-1024,25,-1024,-900,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1499,1501,988,1503,2012,988,2012,988,1050,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:44.120,29.7,0.0,-71,0,99,11,0,7,500,-62,100,12,31.982359 120.305019,26.5,65.60,29,22,15.8,3.9,192,60,0.24,-0.02,1.05,"RTH",-16,10,-1024,29,-1024,-900,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1500,1501,988,1500,2012,988,2012,988,1050,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:44.620,29.7,-0.1,-71,0,100,11,0,7,500,-61,100,11,31.982359 120.305019,26.5,65.60,29,22,15.8,4.0,192,60,0.23,-0.02,1.04,"RTH",-15,10,-1024,31,-1024,-900,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1501,1501,988,1500,2012,988,2012,988,1050,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:45.120,29.6,-0.2,-71,0,98,11,0,7,500,-62,100,12,31.982375 120.305062,27.2,66.40,29,22,15.8,4.1,193,60,0.24,-0.02,1.05,"RTH",-10,12,-1024,31,-1024,-900,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1501,1502,988,1503,2012,988,2012,988,1050,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:45.620,29.6,0.0,-71,0,100,11,0,7,500,-64,96,11,31.982391 120.305105,26.9,66.20,29,22,15.7,4.1,194,60,0.24,-0.02,1.04,"RTH",-7,13,-1024,27,-1024,-900,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1500,1502,988,1504,2012,988,2012,988,1050,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:46.120,29.5,0.0,-72,0,100,11,0,7,500,-66,100,13,31.982405 120.305141,27.0,65.40,29,22,15.7,4.1,194,60,0.24,-0.02,1.04,"RTH",-9,12,-1024,29,-1024,-899,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1500,1502,988,1503,2012,988,2012,988,1051,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:46.620,29.5,0.0,-71,0,100,11,0,7,500,-63,100,13,31.982422 120.305184,26.6,65.00,29,22,15.7,4.1,195,60,0.25,-0.02,1.04,"RTH",-6,11,-1024,30,-1024,-900,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1501,1501,988,1505,2012,988,2012,988,1050,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:47.120,29.3,0.0,-71,0,100,11,0,7,500,-64,100,13,31.982436 120.305219,26.6,64.30,29,22,15.7,4.2,195,60,0.24,-0.01,1.04,"RTH",-9,11,-1024,29,-1024,-899,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1500,1501,988,1503,2012,988,2012,988,1051,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:47.620,29.3,0.0,-72,0,98,11,0,7,500,-69,100,10,31.982448 120.305247,26.6,64.10,29,22,15.7,4.3,196,60,0.25,-0.02,1.04,"RTH",-8,11,-1024,27,-1024,-900,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1500,1501,988,1504,2012,988,2012,988,1050,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:48.120,29.2,0.0,-72,0,98,11,0,7,500,-65,100,11,31.982462 120.305282,26.6,63.40,29,22,15.7,4.3,197,60,0.26,-0.01,1.04,"RTH",-9,11,-1024,28,-1024,-900,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1500,1501,988,1503,2012,988,2012,988,1050,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:48.620,29.4,0.0,-73,0,99,10,0,7,500,-65,100,7,31.982484 120.305331,26.6,62.70,29,22,15.7,4.2,197,60,0.26,-0.01,1.04,"RTH",-17,10,-1024,28,-1024,-900,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1500,1501,988,1500,2012,988,2012,988,1050,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:49.120,29.5,0.0,-74,0,97,10,0,7,500,-63,100,12,31.982496 120.305358,26.5,62.10,29,22,15.7,4.2,197,60,0.26,-0.01,1.04,"RTH",-16,10,-1024,29,-1024,-900,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1500,1501,988,1500,2012,988,2012,988,1050,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:49.620,29.4,0.0,-74,0,96,10,0,7,500,-67,88,11,31.982496 120.305358,26.5,62.10,29,22,15.7,4.2,198,60,0.27,-0.01,1.04,"RTH",-15,9,-1024,31,-1024,-900,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1501,1500,988,1500,2012,988,2012,988,1050,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:50.120,29.4,0.1,-75,0,97,10,0,7,500,-69,84,12,31.982524 120.305420,26.7,61.50,29,22,15.7,4.3,199,59,0.27,-0.01,1.04,"RTH",-18,12,-1024,29,-1024,-900,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1500,1502,988,1499,2012,988,2012,988,1050,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:50.620,29.4,0.1,-75,0,96,9,0,7,500,-66,84,11,31.982543 120.305462,26.9,60.80,29,22,15.7,4.2,200,59,0.26,0.00,1.03,"RTH",-17,8,-1024,31,-1024,-900,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1501,1500,988,1500,2012,988,2012,988,1050,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:51.120,29.3,0.0,-76,0,94,9,0,7,500,-68,96,12,31.982560 120.305496,27.1,61.00,29,22,15.7,4.2,200,59,0.26,0.00,1.03,"RTH",-13,12,-1024,29,-1024,-899,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1500,1502,988,1501,2012,988,2012,988,1051,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:51.620,29.5,0.2,-76,0,94,9,0,7,500,-68,96,10,31.982579 120.305538,26.7,61.10,29,23,15.7,4.2,200,59,0.24,0.00,1.03,"RTH",-19,10,-1024,26,-1024,-900,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1499,1501,988,1499,2012,988,2012,988,1050,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:52.120,29.4,0.0,-76,0,91,9,0,7,500,-67,100,12,31.982603 120.305586,26.7,60.70,29,23,15.7,4.0,201,59,0.24,0.00,1.03,"RTH",-16,12,-1024,27,-1024,-899,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1500,1502,988,1500,2012,988,2012,988,1051,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:52.620,29.3,0.0,-76,0,96,10,0,7,500,-68,100,10,31.982603 120.305586,26.7,60.70,29,23,15.7,4.1,202,59,0.25,0.00,1.03,"RTH",-19,12,-1024,24,-1024,-899,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1498,1502,988,1499,2012,988,2012,988,1051,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:53.120,29.3,0.0,-77,0,96,9,0,7,500,-68,88,12,31.982619 120.305620,26.9,60.50,29,23,15.7,4.1,202,59,0.24,0.00,1.03,"RTH",-17,11,-1024,31,-1024,-900,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1501,1501,988,1500,2012,988,2012,988,1050,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:53.620,29.3,0.0,-76,0,95,9,0,7,500,-66,84,11,31.982643 120.305669,26.7,60.00,29,23,15.7,4.1,203,59,0.24,0.00,1.03,"RTH",-14,11,-1024,27,-1024,-900,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1500,1501,988,1501,2012,988,2012,988,1050,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:54.120,29.5,0.1,-75,0,97,10,0,7,500,-64,88,7,31.982666 120.305716,26.5,59.50,30,23,15.7,4.1,203,59,0.25,0.00,1.03,"RTH",-17,10,-1024,28,-1024,-900,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1500,1501,988,1500,2012,988,2012,988,1050,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:54.620,29.3,0.0,-74,0,100,10,0,7,500,-65,92,11,31.982666 120.305716,26.5,59.50,30,23,15.7,4.0,204,59,0.26,0.00,1.03,"RTH",-17,12,-1024,30,-1024,-900,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1501,1502,988,1500,2012,988,2012,988,1050,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:55.120,29.2,0.0,-73,0,92,9,0,7,500,-64,100,8,31.982687 120.305756,26.7,59.30,30,23,15.7,4.2,205,59,0.27,0.00,1.03,"RTH",-17,10,-1024,27,-1024,-899,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1500,1501,988,1500,2012,988,2012,988,1051,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:55.620,29.2,0.0,-72,0,95,10,0,7,500,-63,96,12,31.982707 120.305797,26.9,59.70,29,23,15.7,4.3,206,59,0.25,0.00,1.03,"RTH",-11,10,-1024,28,-1024,-900,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1500,1501,988,1502,2012,988,2012,988,1050,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:56.120,29.0,0.0,-73,0,99,10,0,7,500,-60,100,12,31.982728 120.305838,26.9,59.70,29,23,15.7,4.3,206,59,0.25,0.00,1.03,"RTH",-17,8,-1024,27,-1024,-900,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1500,1500,988,1500,2012,988,2012,988,1050,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:56.620,29.0,-0.4,-71,0,99,10,0,7,500,-65,100,12,31.982752 120.305887,27.5,60.00,29,24,15.7,4.4,207,59,0.25,0.00,1.03,"RTH",-17,11,-1024,29,-1024,-900,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1500,1501,988,1500,2012,988,2012,988,1051,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:57.120,29.0,0.0,-71,0,100,10,0,7,500,-62,96,11,31.982772 120.305929,27.2,60.80,29,24,15.7,4.4,207,59,0.22,0.00,1.03,"RTH",-15,11,-1024,26,-1024,-900,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1499,1501,988,1500,2012,988,2012,988,1050,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2026-02-13,14:25:57.620,29.1,0.1,-70,0,99,11,0,7,500,-59,96,12,31.982772 120.305929,27.2,60.80,29,24,15.7,4.3,208,59,0.23,0.00,1.03,"RTH",-13,11,-1024,28,-1024,-900,1,1,-1,-1,1,-1,-1,-1,0x0000000000000000,1500,1501,988,1501,2012,988,2012,988,1050,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
